group,n,diff
23,6,-0.42665821313858
23,5,-0.4209015667438501
23,3,-0.414791911840438
23,5,-0.414733707904815
23,4,-0.40831059217453
23,6,-0.4019497334957121
23,6,-0.3990674018859861
23,4,-0.39411836862564
23,6,-0.390440285205841
23,4,-0.377338677644729
23,4,-0.377338677644729
23,4,-0.360880941152572
23,4,-0.35052290558815
23,4,-0.35052290558815
23,9,-0.350201427936553
23,6,-0.344448268413543
23,6,-0.309460222721099
23,4,-0.298483192920684
23,3,-0.295680850744247
23,5,-0.294873058795928
23,7,-0.283771723508834
23,5,-0.279530972242355
23,6,-0.274621695280075
23,4,-0.2400803416967391
23,4,-0.2297065109014511
23,4,-0.2200039476156231
30,71,-1.281179428100586
30,27,-1.057982921600342
30,25,-0.8637017011642452
30,6,-0.8159708976745601
30,6,-0.7336502075195309
30,4,-0.7280220985412591
30,4,-0.6097303628921501
30,18,-0.5875444412231441
30,3,-0.5324873924255371
30,18,-0.5283610820770259
30,10,-0.4828815460205069
30,6,-0.4774109125137329
30,21,-0.456095695495605
30,6,-0.445241689682006
30,7,-0.425191283226013
30,3,-0.417982220649719
30,3,-0.414856433868408
30,9,-0.3733106851577751
30,5,-0.372860193252563
30,7,-0.3650814294815059
30,9,-0.3133429288864131
30,5,-0.313316702842712
30,5,-0.313316702842712
30,10,-0.301715493202209
30,8,-0.288835287094116
30,4,-0.287621736526489
30,14,-0.286234378814697
30,3,-0.2449264526367181
30,8,-0.2397258281707759
30,10,-0.2383583784103389
30,15,-0.2351862192153931
30,12,-0.2291302680969229
30,13,-0.2288099527359
30,6,-0.2250009775161741
30,4,-0.2073239088058469
30,10,-0.1927773952484131
30,6,-0.1895828247070311
30,4,-0.1858603954315181
30,10,-0.1852976083755491
30,8,-0.1748164892196651
30,5,-0.173622608184814
30,8,-0.16766357421875
30,11,-0.167391300201416
30,23,-0.1646884679794309
30,6,-0.1604306697845459
30,4,-0.1600544452667229
30,7,-0.1504274606704709
30,7,-0.1481548547744751
30,7,-0.1481548547744751
30,5,-0.13994288444519
30,4,-0.1335047483444209
30,6,-0.1300255060195921
30,6,-0.1300255060195921
30,4,-0.127472400665283
30,7,-0.08557796478271396
28,20,-1.23939847946167
28,57,-1.016276836395263
28,8,-1.014592170715332
28,14,-1.005422830581665
28,38,-0.9542348384857172
28,8,-0.937694549560546
28,10,-0.905231237411499
28,10,-0.899998664855957
28,7,-0.8830082416534419
28,21,-0.8762235641479492
28,7,-0.8703190088272091
28,4,-0.8660396337509151
28,9,-0.8365492820739742
28,10,-0.8145172595977781
28,16,-0.7766983509063721
28,8,-0.7023251056671139
28,25,-0.6717401742935181
28,4,-0.6564016342163081
28,18,-0.653489351272583
28,3,-0.6194295883178711
28,4,-0.6163980960845941
28,14,-0.6137902736663811
28,3,-0.6021978855133051
28,3,-0.5919045209884639
28,6,-0.5694631338119499
28,5,-0.5549216270446771
28,15,-0.514841556549072
28,3,-0.4958479404449461
28,14,-0.4749670028686519
28,5,-0.4447009563446041
28,6,-0.43393874168396
28,11,-0.40618348121643
28,4,-0.381914496421814
28,4,-0.3787491321563721
28,7,-0.350987315177917
28,14,-0.334603309631347
28,4,-0.3006470203399649
28,3,-0.2918832302093501
28,12,-0.2748849391937251
28,6,-0.272874474525451
28,4,-0.2542431354522701
28,6,-0.2507988214492789
28,7,-0.2361679077148431
28,6,-0.217123746871948
28,8,-0.2150498628616331
28,4,-0.196307301521301
28,4,-0.19331955909729
28,8,-0.191773533821106
28,7,-0.185121417045593
28,8,-0.181373119354248
28,7,-0.1806192398071289
28,7,-0.1517108678817749
28,8,-0.1495802402496329
28,9,-0.135739803314209
28,7,-0.1310266256332391
28,7,-0.1310266256332391
28,7,-0.1235444545745849
18,30,-1.112793922424316
18,12,-1.012043237686157
18,15,-0.9879188537597652
18,30,-0.9476087093353271
18,8,-0.8781870603561401
18,3,-0.8461818695068359
18,11,-0.7542464733123779
18,16,-0.753686666488647
18,10,-0.62680983543396
18,9,-0.576087951660156
18,3,-0.5595470666885372
18,4,-0.553789496421814
18,7,-0.5314427614212032
18,9,-0.497709393501281
18,31,-0.488950729370117
18,7,-0.4873911142349241
18,6,-0.4644641876220701
18,21,-0.4314702749252319
18,10,-0.392284512519836
18,5,-0.38406753540039
18,6,-0.3809458017349241
18,78,-0.3756339550018311
18,14,-0.373919606208801
18,25,-0.369296550750732
18,7,-0.3428235054016111
18,8,-0.3266510963439941
18,7,-0.290905237197876
18,3,-0.287906646728515
18,4,-0.2843780517578121
18,9,-0.28261399269104
18,4,-0.2763916254043579
18,3,-0.27146291732788
18,3,-0.271452665328979
18,6,-0.269440174102783
18,12,-0.263808846473693
18,3,-0.2614398002624509
18,3,-0.2610315084457391
18,8,-0.254215240478515
18,23,-0.2327527999877929
18,4,-0.2247757911682131
18,4,-0.2247757911682131
18,6,-0.2175469398498531
18,3,-0.214662313461303
18,5,-0.207691311836242
18,7,-0.2030109167098999
18,8,-0.203001737594604
18,8,-0.1971300840377801
18,10,-0.1949609518051141
18,4,-0.1900932788848871
18,5,-0.1891508102416989
18,6,-0.188186287879943
18,5,-0.181365847587585
18,4,-0.180298924446106
18,4,-0.175122022628784
18,12,-0.174774169921875
18,6,-0.1718621253967281
18,14,-0.1718466281890869
18,6,-0.169751048088073
18,7,-0.1691102981567381
18,7,-0.1691102981567381
18,10,-0.1670634746551509
18,14,-0.1304376125335689
18,21,-0.126667737960815
18,3,-0.1107509136199951
18,5,-0.09297394752502396
18,5,-0.09133541584014893
18,8,-0.09106051921844394
18,4,-0.09096837043762207
18,9,-0.08688616752624513
18,4,-0.07955849170684792
18,7,-0.07936024665832497
18,7,-0.07936024665832497
18,6,-0.077201128005981
18,6,-0.07214403152465798
18,8,-0.07135331630706697
29,5,-0.9217697381973262
29,19,-0.7487938404083252
29,6,-0.7454221248626709
29,4,-0.7404782772064209
29,49,-0.725731134414672
29,9,-0.7191765308380121
29,8,-0.6489479541778559
29,6,-0.519402742385864
29,8,-0.5156102180480949
29,4,-0.268590450286865
29,5,-0.252514123916626
29,29,-0.235697150230407
29,20,-0.2250784635543821
29,16,-0.1825804710388179
29,4,-0.1377648115158081
29,3,-0.1367622613906861
29,18,-0.1295561790466299
29,12,-0.103586673736572
29,6,-0.1032518148422241
29,11,-0.09865403175354004
29,9,-0.09817695617675692
29,12,-0.090179443359375
29,15,-0.08220541477203303
29,15,-0.07709968090057306
29,11,-0.076943039894104
29,7,-0.07294440269470193
29,6,-0.07229900360107401
29,6,-0.07119631767272905
29,6,-0.07119631767272905
29,4,-0.06808757781982401
29,3,-0.06010830402374201
29,6,-0.05957412719726497
29,6,-0.05957412719726497
29,4,-0.0583527088165281
29,8,-0.05133271217346192
29,7,-0.04969334602355889
29,12,-0.04838764667510898
29,7,-0.04810261726379395
29,6,-0.04792559146881104
29,7,-0.04717242717742898
29,8,-0.04686784744262695
29,6,-0.0462477207183829
29,6,-0.04570472240447998
29,8,-0.04437625408172608
29,6,-0.0432736873626709
29,7,-0.0428409576416009
29,7,-0.04236435890197709
29,7,-0.04119765758514404
29,4,-0.04113018512725808
29,7,-0.04110002517700195
29,7,-0.04022657871246293
29,7,-0.03727257251739502
29,6,-0.03700804710388095
29,7,-0.03614819049835205
29,6,-0.03521525859832697
29,6,-0.03511607646942094
8,30,-1.221082210540771
8,13,-1.178659200668335
8,25,-1.16611385345459
8,19,-1.135392904281616
8,15,-1.111142635345459
8,11,-1.044829368591308
8,16,-1.04011058807373
8,13,-1.030072212219238
8,12,-0.9829399585723873
8,15,-0.9563808441162108
8,28,-0.9486171007156372
8,20,-0.9390666484832759
8,9,-0.9172135591506948
8,15,-0.8860552310943599
8,9,-0.8829758167266841
8,15,-0.8406330347061151
8,17,-0.8290779590606691
8,16,-0.8166248798370361
8,12,-0.8148409128189079
8,10,-0.7733004093170162
8,6,-0.7637531757354732
8,7,-0.742584228515625
8,22,-0.7126997709274292
8,24,-0.7039318084716791
8,32,-0.6874053478240961
8,8,-0.6870534420013421
8,493,-0.6690381765365601
8,36,-0.6565231084823601
8,14,-0.6044481992721551
8,7,-0.5580325126647949
8,6,-0.5245282649993892
8,12,-0.5077219009399411
8,5,-0.507636189460754
8,53,-0.4630875587463381
8,6,-0.460804104804992
8,4,-0.4434846639633169
8,20,-0.4400308132171631
8,10,-0.4380142688751221
8,8,-0.4333652257919312
8,9,-0.414994478225708
8,5,-0.387991070747375
8,4,-0.379741311073303
8,11,-0.370428562164306
8,13,-0.36209487915039
8,5,-0.3587421178817749
8,11,-0.335118293762207
8,16,-0.304077506065368
8,13,-0.2968398332595821
8,3,-0.2923358678817749
8,13,-0.2813863754272461
8,8,-0.2808656692504881
8,16,-0.2753932476043701
8,18,-0.273573637008667
8,5,-0.2694171667098999
8,32,-0.2518863677978511
8,11,-0.2495483160018921
8,12,-0.248003363609314
8,22,-0.2396081686019891
8,10,-0.2395174503326409
8,4,-0.2369195222854609
8,3,-0.2320423126220701
8,12,-0.2019461393356321
8,5,-0.1903109550476069
8,12,-0.175705194473266
8,17,-0.1708501577377319
8,5,-0.165919661521911
8,6,-0.1631046533584591
8,7,-0.1514601707458489
8,11,-0.148806452751159
8,8,-0.145060062408447
8,14,-0.1393802165985101
8,7,-0.137621641159057
8,6,-0.1368885040283201
8,8,-0.13547146320343
8,8,-0.1317409276962281
8,8,-0.1290162801742549
8,7,-0.128445386886596
8,6,-0.128074407577514
8,3,-0.123088955879211
8,7,-0.1213444471359251
8,14,-0.115429162979126
8,9,-0.11416494846344
8,11,-0.10404348373413
8,7,-0.102609157562255
8,9,-0.09295380115509012
8,6,-0.08795821666717507
8,6,-0.08760809898376397
8,9,-0.0857157707214351
8,4,-0.08393001556396396
8,12,-0.08362770080566406
8,9,-0.0830795764923089
8,5,-0.08029091358184792
8,5,-0.07878482341766291
8,5,-0.07687211036682108
8,15,-0.07666158676147394
8,16,-0.07386147975921609
8,8,-0.072842836380004
8,6,-0.07044064998626709
8,7,-0.06938445568084695
8,7,-0.06745862960815407
8,7,-0.06446063518524102
8,15,-0.0636240243911741
8,6,-0.0616539716720581
8,6,-0.06151771545410113
8,7,-0.06149327754974299
8,5,-0.06004369258880592
8,6,-0.05943655967712402
8,6,-0.05943655967712402
8,7,-0.05790746212005592
8,4,-0.05780434608459406
8,8,-0.05680763721465998
8,7,-0.05578374862670898
8,7,-0.05319035053253107
8,6,-0.05286502838134699
8,7,-0.05186879634857111
8,8,-0.05141818523406894
8,8,-0.04284727573394709
8,8,-0.04203760623931796
8,7,-0.04024517536163308
45,15,-0.918299674987793
45,13,-0.8952367305755611
45,11,-0.8584325313568111
45,18,-0.8472690582275391
45,4,-0.8459038734436031
45,17,-0.8456263542175291
45,16,-0.8359425067901611
45,9,-0.8322722911834709
45,7,-0.796388983726501
45,9,-0.7837516069412231
45,7,-0.6657631397247309
45,4,-0.6063095331192011
45,3,-0.5947022438049312
45,5,-0.5627142190933221
45,4,-0.5257536172866821
45,3,-0.4405331611633301
45,4,-0.428280711174011
45,3,-0.4082620143890381
45,3,-0.358185887336731
32,10,-0.8953471183776851
32,26,-0.787068128585815
32,18,-0.75097644329071
32,7,-0.7470293045043941
32,7,-0.6597075462341301
32,7,-0.5562793016433711
32,9,-0.5210165977478021
32,6,-0.410061120986938
32,9,-0.4095652103424071
32,8,-0.303437948226928
32,8,-0.2926976680755611
32,3,-0.281415939331054
32,7,-0.2809580564498901
32,9,-0.2716935873031609
32,3,-0.2495530843734741
32,9,-0.228332877159118
32,8,-0.214490890502929
32,9,-0.2130939960479729
32,5,-0.2106136083602901
32,6,-0.206767559051513
32,5,-0.198527455329895
32,7,-0.1956369876861569
32,3,-0.1891466379165649
32,8,-0.1859282255172729
32,6,-0.182908296585083
32,6,-0.182908296585083
32,4,-0.178703069686889
32,4,-0.178703069686889
32,3,-0.175211429595947
32,4,-0.1656719446182251
32,4,-0.1656719446182251
32,4,-0.152238965034484
32,6,-0.1456376314163199
32,9,-0.1427992582321161
32,9,-0.134960889816284
32,6,-0.118448615074157
32,5,-0.112901449203491
32,5,-0.1119037866592401
32,3,-0.108434200286865
32,7,-0.08124554157256991
32,6,-0.07832419872283891
51,6,-1.960243940353393
51,3,-1.070432186126709
51,6,-0.9185686111450192
51,9,-0.8410108089447021
51,9,-0.777253270149231
51,4,-0.74824047088623
51,4,-0.5658599138259879
51,5,-0.421382308006286
51,7,-0.404000878334045
51,4,-0.383761405944824
51,6,-0.272250533103942
51,6,-0.218412399291992
40,39,-3.083346843719482
40,23,-1.05400800704956
40,10,-1.003856658935547
40,6,-0.9564077854156492
40,9,-0.9481213092803952
40,18,-0.921980500221252
40,24,-0.906608581542968
40,11,-0.8980565071105949
40,13,-0.8802956342697139
40,14,-0.8708720207214351
40,11,-0.8298307657241821
40,15,-0.8209993839263912
40,10,-0.8034670352935791
40,9,-0.7955399751663199
40,5,-0.7928576469421382
40,12,-0.7923719882965079
40,8,-0.7810220718383789
40,17,-0.773280143737793
40,10,-0.7691770792007442
40,10,-0.7481055259704591
40,7,-0.735490083694458
40,7,-0.6697120666503902
40,16,-0.590534448623657
40,6,-0.5677227973937979
40,6,-0.548070788383483
40,7,-0.4249629974365229
40,15,-0.3799623250961299
40,13,-0.2607994079589839
40,5,-0.2290337085723871
21,330,-1.761270523071289
21,13,-1.698483228683471
21,9,-1.56344985961914
21,21,-1.149533271789551
21,10,-0.9574455022811892
21,9,-0.926205277442932
21,27,-0.9043464660644532
21,23,-0.8990392684936521
21,8,-0.8275651931762691
21,18,-0.7646545171737671
21,8,-0.7623233795166011
21,4,-0.7560105323791501
21,29,-0.7500780820846551
21,7,-0.6731369495391841
21,15,-0.6232125759124751
21,19,-0.5514709949493399
21,5,-0.5430899858474731
21,4,-0.5113130807876579
21,27,-0.4628301858901971
21,15,-0.442843794822692
21,14,-0.4214022159576412
21,9,-0.414213180541992
21,12,-0.3670308589935301
21,7,-0.355114221572876
21,26,-0.2914857864379881
21,8,-0.2549809217453001
21,7,-0.251485109329223
21,11,-0.2445355653762811
21,10,-0.235210418701171
21,18,-0.1921896934509271
21,6,-0.1809440851211539
21,3,-0.1778362989425659
21,25,-0.1524173021316519
21,5,-0.1412478685379019
21,7,-0.1244988441467281
21,13,-0.1235499382019041
21,8,-0.111443638801574
21,15,-0.103705883026123
21,11,-0.09562063217162996
21,11,-0.089072465896606
21,6,-0.08899605274200395
21,16,-0.07359361648559504
21,8,-0.07224833965301491
21,8,-0.07215011119842507
21,8,-0.07149219512939409
21,16,-0.07128274440765292
21,6,-0.06906032562255793
21,6,-0.06720912456512408
21,7,-0.06704032421111994
21,5,-0.06485033035278298
21,5,-0.06485033035278298
21,9,-0.0570068359375
21,8,-0.056735038757324
21,6,-0.05385088920593195
21,7,-0.05369997024536111
21,7,-0.05071651935577393
21,16,-0.04451155662536599
21,9,-0.04402697086334206
21,9,-0.04278731346130305
21,7,-0.04066002368927002
21,7,-0.04066002368927002
21,5,-0.03980779647827104
21,16,-0.03737115859985307
21,13,-0.03458905220031694
21,8,-0.03432583808898904
21,8,-0.03269493579864502
21,9,-0.02924561500549294
16,20,-1.062448024749756
16,14,-0.9701023101806641
16,11,-0.9003090858459469
16,5,-0.7787773609161371
16,8,-0.7711001634597769
16,7,-0.7686851024627681
16,12,-0.7672555446624751
16,5,-0.7256629467010489
16,7,-0.717576146125793
16,11,-0.460004091262817
16,25,-0.436519861221313
16,7,-0.432185053825378
16,4,-0.4272749423980711
16,3,-0.3974401950836182
16,3,-0.3974401950836182
16,3,-0.3974401950836182
16,3,-0.3974401950836182
16,3,-0.3974401950836182
16,7,-0.3902524709701529
16,10,-0.3658101558685301
16,5,-0.321867704391479
16,6,-0.3173528909683221
16,7,-0.316108226776123
16,7,-0.2734575271606441
16,17,-0.266971588134765
16,3,-0.25751256942749
16,10,-0.2529129981994629
16,5,-0.248995780944824
16,5,-0.247406959533691
16,8,-0.2220426797866821
16,3,-0.211082220077514
16,5,-0.2035611867904661
16,3,-0.2031197547912591
16,3,-0.2031197547912591
16,3,-0.2031197547912591
16,7,-0.191512703895568
16,4,-0.1821897029876709
16,7,-0.1785440444946289
16,3,-0.162258863449096
16,3,-0.162258863449096
16,3,-0.162258863449096
16,3,-0.162258863449096
16,7,-0.137466073036193
16,3,-0.128063201904296
16,5,-0.1260775327682491
16,3,-0.1247856616973871
16,6,-0.122642993927002
16,4,-0.1202152967453001
16,3,-0.1163115501403799
16,3,-0.1163115501403799
16,3,-0.1163115501403799
16,3,-0.1163115501403799
16,3,-0.1163115501403799
16,3,-0.1163115501403799
16,3,-0.09276926517486506
16,5,-0.08218085765838601
16,3,-0.08090817928314209
16,3,-0.08090817928314209
16,3,-0.08090817928314209
16,3,-0.08090817928314209
16,3,-0.07827115058898904
16,3,-0.07827115058898904
16,3,-0.07827115058898904
16,6,-0.07570779323577792
16,3,-0.07289159297943093
16,3,-0.07289159297943093
16,3,-0.07289159297943093
16,3,-0.07289159297943093
16,6,-0.06986379623412997
16,3,-0.066264748573303
16,3,-0.066264748573303
16,3,-0.06601953506469704
16,3,-0.06601953506469704
16,3,-0.06601953506469704
16,3,-0.06601953506469704
16,3,-0.06601953506469704
16,3,-0.06601953506469704
16,3,-0.06036543846130305
16,3,-0.06036543846130305
16,3,-0.06036543846130305
14,7,-0.8838092088699341
14,12,-0.8681997060775749
14,6,-0.8242497444152832
14,5,-0.7586748600006099
14,11,-0.7349700927734371
14,10,-0.7164039611816402
14,17,-0.7139043807983391
14,12,-0.6903295516967769
14,5,-0.6353117227554321
14,5,-0.610323905944824
14,7,-0.6022770404815669
14,22,-0.5914666652679439
14,9,-0.5786399841308589
14,25,-0.52541708946228
14,5,-0.5193376541137691
14,7,-0.5067374706268309
14,4,-0.484723210334777
14,9,-0.4739924669265741
14,5,-0.46585988998413
14,7,-0.3664839267730711
14,5,-0.360517501831054
14,5,-0.350252509117126
14,6,-0.3251364231109619
14,4,-0.322303771972656
14,6,-0.3141189813613892
14,4,-0.252677798271179
14,7,-0.2439106702804561
14,3,-0.228848218917846
14,4,-0.2084864377975459
14,7,-0.2082405090332031
14,3,-0.205580472946167
14,7,-0.179800271987915
14,3,-0.1662399768829341
14,3,-0.1662399768829341
14,3,-0.1662399768829341
14,3,-0.1662399768829341
14,6,-0.1631878614425659
14,3,-0.1588732004165649
14,3,-0.1588732004165649
14,3,-0.1392469406127929
14,3,-0.1392469406127929
14,3,-0.1392469406127929
14,3,-0.1392469406127929
14,3,-0.1392469406127929
14,3,-0.1392469406127929
14,3,-0.1392469406127929
14,3,-0.1317509412765501
14,3,-0.1271417140960689
14,3,-0.1271417140960689
14,3,-0.1271417140960689
14,3,-0.1271417140960689
14,3,-0.1271417140960689
14,3,-0.1265057325363159
14,3,-0.113762736320495
14,3,-0.113762736320495
14,3,-0.113762736320495
14,3,-0.1041384935379019
14,3,-0.1027673482894891
14,3,-0.09508728981018
14,6,-0.09504485130309992
14,3,-0.08980762958526611
14,3,-0.08980762958526611
14,3,-0.08980762958526611
14,3,-0.08980762958526611
14,3,-0.08980762958526611
14,3,-0.08980762958526611
14,3,-0.08980762958526611
14,3,-0.08472859859466507
14,3,-0.08472859859466507
14,3,-0.08472859859466507
14,3,-0.07982897758483798
14,3,-0.07582330703735307
14,3,-0.07582330703735307
14,3,-0.07582330703735307
14,4,-0.07435142993927002
14,3,-0.07116532325744608
14,3,-0.07116532325744608
14,3,-0.07116532325744608
14,3,-0.07116532325744608
14,3,-0.07116532325744608
14,5,-0.05755400657653809
14,6,-0.05302178859710693
14,6,-0.05255460739135698
14,3,-0.04137587547302202
14,3,-0.04137587547302202
14,3,-0.04137587547302202
14,3,-0.04137587547302202
43,25,-1.809628963470459
43,7,-0.969053030014038
43,14,-0.8846504688262941
43,10,-0.8591914176940909
43,4,-0.8267219066619871
43,13,-0.7949388027191162
43,7,-0.7506127357482909
43,5,-0.6952137947082521
43,8,-0.6951684951782222
43,8,-0.6858127117156979
43,7,-0.646412134170532
43,9,-0.6286758184432979
43,6,-0.621837258338928
43,7,-0.598547101020813
43,5,-0.5703818798065181
43,4,-0.5640541315078731
43,9,-0.5493412017822261
43,8,-0.49041199684143
43,4,-0.4900295734405511
43,4,-0.4324406385421751
43,3,-0.4110143184661861
43,5,-0.3321206569671631
43,7,-0.299082159996032
43,3,-0.283467650413513
43,6,-0.2506849765777579
43,3,-0.1960967779159539
3,23,-1.214688777923584
3,13,-1.007440090179443
3,19,-0.9982795715332032
3,11,-0.9795691967010488
3,18,-0.97084367275238
3,10,-0.969536542892456
3,5,-0.9285385608673092
3,7,-0.920971155166626
3,10,-0.91545832157135
3,9,-0.8558280467987059
3,11,-0.8294131755828851
3,10,-0.799035787582397
3,8,-0.7706524133682251
3,13,-0.666076064109802
3,8,-0.657112717628479
3,5,-0.6324694156646721
3,63,-0.6091969013214111
3,9,-0.5823445320129389
3,30,-0.5806808471679681
3,47,-0.5748245716094971
3,19,-0.5728919506072989
3,7,-0.5073456764221191
3,20,-0.4427869319915772
3,7,-0.4116420745849609
3,6,-0.3866286277770992
3,7,-0.3417150974273682
3,13,-0.3358941078186031
3,8,-0.3296834230422969
3,5,-0.2993803024291989
3,6,-0.281897544860839
3,62,-0.271125316619873
3,8,-0.256191968917846
3,6,-0.2450971603393551
3,9,-0.236417055130004
3,18,-0.19954240322113
3,8,-0.197593092918396
3,11,-0.1935449838638301
3,14,-0.172147274017334
3,5,-0.1695606708526611
3,8,-0.1685075759887691
3,9,-0.155423521995544
3,6,-0.1548037528991699
3,8,-0.1439056396484371
3,15,-0.1434612274169919
3,4,-0.1346480846405029
3,4,-0.1283667087554929
3,11,-0.1257985830307
3,9,-0.117265939712524
3,7,-0.11015248298645
3,4,-0.1094932556152339
3,17,-0.108487486839294
3,8,-0.1075177192687979
3,18,-0.1054995059967041
3,12,-0.1052218675613401
3,10,-0.105048179626464
3,5,-0.104180574417114
3,10,-0.103060722351074
3,12,-0.101702809333801
3,5,-0.09956026077270508
3,4,-0.09937310218810992
3,3,-0.09433484077453592
3,11,-0.09208500385284404
3,4,-0.089727282524108
3,59,-0.0894308090209961
3,4,-0.0883010625839229
3,4,-0.0883010625839229
3,7,-0.08803856372833208
3,9,-0.08799183368682795
3,6,-0.08794605731964111
3,11,-0.08710575103759699
3,3,-0.08350610733032204
3,7,-0.08347475528716998
3,16,-0.08331024646759011
3,6,-0.08245635032653809
3,4,-0.0821447372436519
3,13,-0.08125782012939409
3,3,-0.0810854434967041
3,4,-0.08108067512512207
3,3,-0.08076179027557306
3,5,-0.08049941062927203
3,7,-0.0788744688034051
3,7,-0.07828426361083896
3,13,-0.07760739326477006
3,6,-0.07663118839263894
3,10,-0.07660400867462093
3,3,-0.07641661167144709
3,6,-0.07561564445495605
3,13,-0.07479429244995095
3,11,-0.07475733757018999
3,16,-0.07397711277008012
3,11,-0.07387328147888095
3,18,-0.07371401786804199
3,7,-0.07249665260314897
3,7,-0.07208621501922607
3,3,-0.07192385196685791
3,8,-0.07178688049316406
3,8,-0.07151436805725098
3,9,-0.07115924358367898
3,12,-0.07038950920104893
3,4,-0.07017481327056796
3,7,-0.07017290592193604
3,8,-0.06979429721832209
3,4,-0.06958103179931596
3,8,-0.06940054893493608
3,4,-0.06915903091430597
3,3,-0.06862914562225297
3,4,-0.06832993030548096
3,4,-0.06832993030548096
3,4,-0.06806385517120295
3,22,-0.0678436756134031
3,9,-0.06784343719482401
3,12,-0.06779265403747492
3,8,-0.06775164604187013
3,7,-0.06747984886169389
3,4,-0.0671224594116211
3,4,-0.0671224594116211
3,5,-0.06633007526397705
3,13,-0.06563866138458208
3,31,-0.06559455394744806
3,4,-0.06545865535735995
3,4,-0.06545865535735995
3,4,-0.06545865535735995
3,4,-0.06545865535735995
3,7,-0.0651165246963501
3,8,-0.06424081325531006
3,6,-0.06401944160461404
3,6,-0.06401944160461404
3,3,-0.06376349925994806
3,14,-0.06371939182281494
3,8,-0.063434839248657
3,4,-0.0630272626876831
3,3,-0.06229412555694491
3,7,-0.06227374076843195
3,6,-0.06221365928649902
3,11,-0.06186664104461603
3,3,-0.06166851520538307
3,4,-0.06158840656280496
3,10,-0.06124961376190097
3,5,-0.06063663959503107
3,4,-0.06023192405700595
3,3,-0.05985152721405008
3,6,-0.05950534343719394
3,6,-0.05845522880554199
3,3,-0.05824863910675005
3,8,-0.05817306041717508
3,12,-0.05774378776550292
3,5,-0.05761933326721193
3,9,-0.05760180950164795
3,9,-0.05719983577728205
3,6,-0.0571204423904419
3,13,-0.05660223960876398
3,8,-0.05613160133361794
3,12,-0.05544543266296298
3,6,-0.05508768558502197
3,12,-0.05500435829162598
3,3,-0.05441737174987793
3,4,-0.05407381057739191
3,8,-0.05405414104461603
3,13,-0.05312538146972612
3,14,-0.05301237106323198
3,9,-0.05300784111022905
3,12,-0.05267047882079989
3,7,-0.05259418487548806
3,8,-0.05253231525421098
3,4,-0.05169248580932595
3,3,-0.05090034008026102
3,8,-0.05052697658538796
3,4,-0.05049145221710205
3,6,-0.05038666725158691
3,9,-0.05000209808349609
3,6,-0.049654960632324
3,7,-0.04891550540924006
3,9,-0.04791116714477495
3,3,-0.04775393009185791
3,3,-0.04728937149047807
3,9,-0.04705989360809304
3,4,-0.04701089859008789
3,4,-0.04666304588317805
3,3,-0.04605793952941895
3,4,-0.0460346937179561
3,4,-0.04603374004363992
3,7,-0.04531621932983398
3,14,-0.04476082324981689
3,3,-0.04445910453796298
3,3,-0.04445910453796298
3,3,-0.04437088966369607
3,4,-0.04353868961334206
3,5,-0.04347574710845903
3,12,-0.04270601272583008
3,5,-0.04265403747558594
3,3,-0.04160177707672097
3,7,-0.04158830642700195
3,6,-0.04156255722045898
3,10,-0.04129123687744096
3,8,-0.041121125221252
3,4,-0.04100811481475808
3,4,-0.04080080986022905
3,7,-0.040732741355896
3,4,-0.0406136512756341
3,13,-0.04060912132263095
3,3,-0.04057908058166504
3,11,-0.04034781455993608
3,10,-0.04025256633758501
3,3,-0.03983700275421098
3,12,-0.03952550888061501
3,6,-0.03886044025421098
3,3,-0.03825533390045099
3,3,-0.03825533390045099
3,8,-0.0374641418457029
3,8,-0.0374641418457029
3,14,-0.03594517707824707
3,6,-0.03471529483795099
3,3,-0.03156924247741698
3,5,-0.03126454353332497
3,7,-0.03039908409118608
3,3,-0.03033649921417192
3,9,-0.0299900770187369
3,4,-0.02986347675323398
3,4,-0.02907407283782892
3,4,-0.02823030948638894
3,3,-0.02787983417510897
3,6,-0.02751946449279696
3,5,-0.02670836448669389
26,19,-1.242268085479736
26,7,-1.068973064422607
26,15,-0.936508893966674
26,15,-0.930342435836792
26,6,-0.8209047317504881
26,10,-0.8056732416152951
26,9,-0.74912405014038
26,6,-0.7256815433502191
26,4,-0.7189781665802002
26,8,-0.687811851501464
26,13,-0.6771738529205319
26,9,-0.6698731184005731
26,6,-0.6672120094299312
26,8,-0.639276385307312
26,17,-0.628350496292114
26,13,-0.6257559061050411
26,10,-0.6192936897277832
26,3,-0.5565688610076899
26,3,-0.5555078983306879
26,6,-0.5403307676315301
26,10,-0.5236353874206541
26,16,-0.5155819654464722
26,7,-0.488115668296814
26,7,-0.4807300567626951
26,7,-0.4807300567626951
26,10,-0.46128225326538
26,45,-0.4489645957946771
26,8,-0.433349967002868
26,8,-0.4083153009414671
26,6,-0.3962510824203491
26,4,-0.3748481273651121
26,5,-0.358962297439575
26,8,-0.3342546224594109
26,29,-0.3316041231155391
26,11,-0.3065444231033321
26,4,-0.3047525882720941
26,13,-0.2990407943725581
26,3,-0.269648313522338
26,3,-0.22789978981018
26,7,-0.2263253927230831
26,8,-0.2207334041595459
26,3,-0.218869686126709
26,11,-0.2178288698196411
26,6,-0.2173914909362791
26,8,-0.189707159996032
26,10,-0.1874314546585081
26,9,-0.1709778308868399
